beach_name,water_temperature,air_temperature,turbidity,wave_height,rainfall,ph,dissolved_oxygen,conductivity,bacteria_count,water_quality_status
Silver Shore,15.39,23.21,5.27,0.69,7.22,8.47,6.08,53245.76,148.07,Moderate Risk
Blue Bay,28.39,33.87,6.46,1.31,12.5,7.65,6.45,31081.66,176.3,Moderate Risk
Coral Point,22.08,28.36,7.19,0.08,3.28,7.73,6.78,43793.91,43.46,Safe
Palm Coast,20.55,22.16,7.37,0.24,13.1,7.17,6.61,55567.27,165.77,Moderate Risk
Palm Coast,26.77,29.32,1.18,1.6,2.6,6.95,6.41,42836.74,143.57,Safe
Coral Point,22.43,21.13,6.72,0.61,18.54,7.31,9.72,33970.33,64.15,Moderate Risk
Silver Shore,28.24,29.67,2.76,0.34,2.87,8.1,5.96,37980.42,99.85,Safe
Coral Point,26.47,30.95,7.54,2.81,1.0,7.72,7.38,43344.74,151.26,Moderate Risk
Silver Shore,26.73,33.62,4.72,0.41,9.62,7.81,7.91,50650.23,87.89,Safe
Coral Point,18.54,18.21,1.16,0.82,6.21,7.86,7.96,39794.32,109.34,Safe
Coral Point,28.85,30.75,8.22,0.25,7.33,7.39,7.13,47373.24,198.31,Moderate Risk
North Beach,25.05,27.59,1.81,0.21,3.78,8.09,6.91,32670.1,95.08,Safe
Palm Coast,22.52,21.34,2.66,0.85,8.33,7.38,7.74,32615.83,89.67,Safe
Coral Point,24.57,29.35,9.48,1.7,17.24,8.09,7.52,38861.8,176.57,Unsafe
Coral Point,16.9,17.72,3.73,0.35,7.0,7.75,6.89,51347.19,103.72,Safe
Blue Bay,25.63,28.05,2.57,0.2,0.73,6.97,5.33,42447.69,94.72,Safe
Palm Coast,19.88,21.53,3.18,1.09,5.28,7.34,6.64,43883.77,87.58,Safe
Blue Bay,18.59,19.22,2.53,0.35,7.94,6.98,5.82,43807.52,81.0,Safe
Palm Coast,17.91,20.89,5.76,0.7,19.52,8.01,6.4,49209.85,264.6,Moderate Risk
Blue Bay,28.45,30.8,2.59,0.34,10.03,7.59,7.24,38033.57,136.33,Safe
Coral Point,21.48,23.37,3.26,0.39,2.16,6.82,7.63,46473.85,119.01,Safe
Coral Point,30.13,30.95,4.99,0.23,5.04,7.73,9.34,36599.26,50.16,Safe
North Beach,21.86,25.82,4.62,0.87,10.54,7.41,6.56,54891.27,103.41,Moderate Risk
Blue Bay,17.17,25.13,1.94,0.72,8.5,7.08,8.13,36797.46,96.88,Safe
Silver Shore,19.53,22.95,5.81,0.7,8.98,8.19,7.57,36264.47,95.34,Moderate Risk
North Beach,28.94,34.93,2.24,0.28,1.02,7.64,8.76,45572.85,119.68,Safe
Blue Bay,23.38,22.21,1.42,0.67,9.53,7.5,7.89,42518.62,141.6,Safe
Blue Bay,21.81,25.28,0.63,1.87,6.6,7.46,5.99,44124.54,78.04,Safe
North Beach,24.64,24.35,2.94,0.2,9.9,7.07,5.13,43477.54,161.11,Moderate Risk
Coral Point,26.01,24.58,0.78,0.25,6.22,7.14,7.57,34912.45,67.58,Safe
Blue Bay,28.47,29.25,1.72,0.27,4.6,8.05,6.57,52486.83,161.58,Safe
Coral Point,29.79,36.37,3.32,0.57,13.39,7.43,6.02,47808.02,125.73,Moderate Risk
North Beach,22.56,28.41,7.08,0.18,8.1,7.61,5.68,50833.17,149.74,Moderate Risk
Coral Point,18.7,22.42,2.72,0.77,1.29,6.88,7.39,38565.85,126.78,Safe
Palm Coast,22.35,20.75,0.96,0.07,5.93,7.14,9.01,44707.4,109.73,Safe
Silver Shore,25.04,27.45,3.1,0.95,3.82,7.81,6.71,43282.9,110.89,Safe
Blue Bay,20.14,24.05,6.9,0.69,3.31,7.73,7.91,49332.02,115.83,Moderate Risk
Silver Shore,20.17,23.7,2.67,1.84,8.37,8.21,7.08,49541.61,138.54,Moderate Risk
Coral Point,25.38,22.84,7.88,0.21,6.26,8.07,5.65,43254.83,102.31,Moderate Risk
Blue Bay,23.81,24.13,3.31,1.12,8.23,7.52,8.08,32133.32,118.21,Safe
Coral Point,24.13,26.94,5.42,0.48,11.86,7.77,5.89,53567.8,93.84,Moderate Risk
Palm Coast,20.97,25.57,3.93,0.4,4.93,7.49,7.23,45613.92,32.01,Safe
North Beach,23.08,19.49,7.63,0.2,11.45,8.32,6.79,38045.16,147.9,Moderate Risk
Blue Bay,20.3,22.82,11.87,0.35,2.77,8.0,8.27,44642.52,201.61,Moderate Risk
Palm Coast,27.56,30.99,2.33,0.36,13.97,7.66,5.93,32177.89,142.37,Safe
Palm Coast,28.14,33.69,3.77,0.11,3.06,7.67,7.67,48859.79,78.45,Safe
Blue Bay,16.62,21.69,7.08,0.68,1.56,8.11,6.19,32437.12,177.45,Moderate Risk
Coral Point,20.28,25.03,4.02,0.61,7.48,7.8,6.59,40564.58,87.78,Safe
Palm Coast,18.01,18.61,0.6,0.82,5.12,8.15,2.84,43588.95,5.34,Safe
Silver Shore,21.4,18.68,2.7,0.31,5.73,6.83,9.71,48752.46,7.91,Safe
Palm Coast,23.67,25.49,4.0,0.98,1.31,7.76,7.86,42692.54,51.73,Safe
Coral Point,18.2,24.21,9.0,1.36,1.41,7.42,6.28,46127.26,173.85,Moderate Risk
Coral Point,20.31,27.49,3.62,0.43,3.71,8.21,5.85,41816.92,65.71,Safe
Silver Shore,19.98,25.12,1.63,0.21,9.83,8.14,6.61,41790.79,103.0,Safe
Palm Coast,24.83,29.12,4.07,0.55,3.88,7.61,8.06,42555.6,152.26,Safe
Coral Point,24.28,28.42,8.43,0.53,1.45,8.14,4.93,40771.12,86.74,Moderate Risk
Blue Bay,21.11,22.44,2.05,0.45,14.02,8.22,7.03,31037.29,125.94,Safe
North Beach,24.71,27.32,2.27,0.82,1.38,7.63,9.32,37005.9,93.66,Safe
North Beach,21.81,29.82,2.08,0.39,5.9,8.47,5.84,43591.04,50.55,Safe
North Beach,22.91,23.09,1.08,0.19,9.89,7.59,7.3,40380.71,129.24,Safe
Palm Coast,30.69,38.54,3.51,0.59,3.46,7.52,9.84,40987.24,78.84,Safe
Silver Shore,29.36,31.4,3.22,0.85,9.87,7.9,7.96,39898.2,99.3,Safe
Coral Point,18.8,25.78,0.67,0.9,18.11,7.48,7.35,36386.61,192.72,Moderate Risk
Blue Bay,27.32,26.1,1.74,0.36,9.54,7.63,7.81,38794.85,107.89,Safe
Blue Bay,27.25,32.0,3.84,0.66,4.95,8.09,6.72,40005.59,130.61,Safe
Palm Coast,19.41,20.2,5.33,1.38,5.76,7.61,8.76,42033.43,174.75,Moderate Risk
North Beach,27.28,26.03,6.33,1.14,0.22,7.01,6.72,44556.96,90.47,Moderate Risk
Palm Coast,30.15,33.81,5.62,0.1,2.99,7.73,4.85,40826.42,141.39,Moderate Risk
Silver Shore,19.51,25.54,3.36,0.39,0.25,7.36,6.73,35307.24,55.46,Safe
Silver Shore,20.33,20.8,0.92,1.31,1.98,7.9,6.04,32912.47,54.57,Safe
Coral Point,28.07,26.57,2.84,0.1,5.34,7.84,6.86,58883.34,71.0,Safe
Coral Point,25.09,27.81,0.25,0.49,7.06,8.11,6.89,34656.2,48.32,Safe
Silver Shore,26.21,28.94,3.86,0.3,8.45,7.92,8.64,38628.94,132.64,Safe
Silver Shore,25.36,30.01,1.99,0.67,22.69,7.98,8.03,45360.5,151.45,Moderate Risk
